Job Title,Rating,Size,Founded,Type of ownership,Industry,Sector,Hourly,Employer provided,Lower Salary,Upper Salary,Avg Salary(K),Job Location,Age,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree,Min_Salary,Max_Salary,Min_Revenue,Max_Revenue
Senior Data Engineer,4.7,51 - 200 ,2010,Company - Private,Security Services,Business Services,0,0,97,180,138.5,TX,11,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,data engineer,sr,na,97,180,10000000,25000000
"Scientist, Pharmacometrics",3.8,501 - 1000 ,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,84,157,120.5,MA,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,other scientist,na,M,84,157,50000000,100000000
Staff Scientist- Upstream PD,2.7,201 - 500 ,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,49,113,81.0,MD,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na,49,113,25000000,50000000
Product Engineer – Spatial Data Science and Statistical Analysis,3.5,1001 - 5000 ,1969,Company - Private,Computer Hardware & Software,Information Technology,0,0,52,85,68.5,CA,52,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,data scientist,na,M,52,85,1000000000,2000000000
Sr Software Engineer (Data Scientist),3.4,10000+ ,1978,Company - Public,Insurance Carriers,Insurance,0,0,81,140,110.5,OH,43,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,data scientist,sr,na,81,140,5000000000,10000000000
Sr. Data Engineer (ETL Developer),3.7,201 - 500 ,-1,Subsidiary or Business Segment,Insurance Carriers,Insurance,0,0,83,148,115.5,IA,21,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data engineer,sr,na,83,148,100000000,500000000
Senior Data Scientist Artificial Intelligence,3.8,1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,60,101,80.5,WA,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,sr,M,60,101,500000000,1000000000
Analytics - Business Assurance Data Analyst,4.6,501 - 1000 ,1992,Company - Private,Lending,Finance,0,0,31,55,43.0,IA,29,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,na,na,31,55,100000000,500000000
Data Analyst Senior,3.0,5001 - 10000 ,1983,Company - Private,Insurance Carriers,Insurance,0,0,48,85,66.5,PA,38,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,analyst,sr,M,48,85,5000000000,10000000000
Lead Data Engineer (Python),4.7,51 - 200 ,2006,Company - Private,Staffing & Outsourcing,Business Services,0,0,66,123,94.5,CA,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na,66,123,1000000,5000000
Senior Data Scientist 4 Artificial Intelligence,3.8,1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,92,146,119.0,WA,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,sr,M,92,146,500000000,1000000000
Medical Lab Scientist - MLT,3.2,10000+ ,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1,0,43,60,51.5,NE,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na,21,29,10000000000,10000000000
"Senior Operations Data Analyst, Call Center Operations",2.7,5001 - 10000 ,2000,Company - Public,Financial Transaction Processing,Finance,1,0,20,35,27.5,TN,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na,10,17,2000000000,5000000000
Sr Data Analyst - IT,2.1,1001 - 5000 ,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,52,93,72.5,PA,18,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na,52,93,100000000,500000000
Senior Data Engineer,3.9,51 - 200 ,2008,Company - Public,Computer Hardware & Software,Information Technology,0,0,97,181,139.0,CA,13,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na,97,181,10000000,25000000
Senior Data Engineer,3.9,201 - 500 ,2007,Company - Private,Internet,Information Technology,0,0,100,173,136.5,CA,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na,100,173,10000000,25000000
Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,3.8,1001 - 5000 ,2002,Company - Private,Travel Agencies,Travel & Tourism,0,0,53,96,74.5,NY,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,53,96,2000000000,5000000000
Data Scientist,5.0,51 - 200 ,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,0,0,75,127,101.0,VA,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,75,127,10000000,25000000
Data Scientist,2.8,1001 - 5000 ,1976,Company - Public,Wholesale,Business Services,0,0,55,98,76.5,NY,45,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,data scientist,na,na,55,98,1000000000,2000000000
Data Scientist,3.5,1001 - 5000 ,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,0,0,94,162,128.0,NY,29,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,data scientist,na,na,94,162,500000000,1000000000
Data Engineer,3.2,1 - 50 ,-1,Company - Private,Staffing & Outsourcing,Business Services,0,0,63,120,91.5,PA,21,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na,63,120,50000000,10000000
Staff Data Engineer,3.7,1001 - 5000 ,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,0,0,126,228,177.0,CA,33,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,data engineer,na,P,126,228,50000000,100000000
Data Scientist,4.7,201 - 500 ,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,0,0,80,134,107.0,VA,11,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,data scientist,na,P,80,134,100000000,500000000
Data Scientist,4.0,1 - 50 ,-1,Company - Private,Accounting,Accounting & Legal,0,0,85,142,113.5,CA,21,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,85,142,1000000,1000000
Data Scientist,3.9,1 - 50 ,-1,Company - Private,IT Services,Information Technology,0,0,87,140,113.5,CA,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M,87,140,1000000,1000000
Data Scientist,3.4,10000+ ,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,76,127,101.5,VA,52,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,na,M,76,127,10000000000,10000000000
Data Scientist,3.5,10000+ ,2016,Company - Public,Consulting,Business Services,0,0,61,100,80.5,NY,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M,61,100,2000000000,5000000000
Data Scientist,3.5,51 - 200 ,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,0,0,108,171,139.5,CA,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,108,171,50000000,10000000
Data Scientist,4.0,201 - 500 ,2007,Company - Private,Lending,Finance,0,0,63,111,87.0,NY,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,63,111,100000000,500000000
Data Scientist Manager,3.8,10000+ ,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,0,0,110,184,147.0,NY,54,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,data scientist,na,M,110,184,10000000000,10000000000
Data Scientist,4.6,51 - 200 ,-1,Company - Private,Consulting,Business Services,0,0,70,118,94.0,MA,21,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,data scientist,na,M,70,118,50000000,10000000
Senior Data Scientist,4.3,1001 - 5000 ,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,0,0,94,153,123.5,NY,22,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,94,153,500000000,1000000000
Data Analyst,3.1,1001 - 5000 ,2006,School / School District,K-12 Education,Education,0,0,42,77,59.5,NY,15,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na,42,77,100000000,500000000
Data Analyst,3.6,1 - 50 ,1980,Company - Private,Health Care Services & Hospitals,Health Care,0,0,47,85,66.0,NY,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na,47,85,10000000,25000000
Data Scientist,3.7,201 - 500 ,2006,Company - Private,IT Services,Information Technology,0,0,64,108,86.0,MD,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,M,64,108,25000000,50000000
Data Engineer,3.4,501 - 1000 ,2002,Company - Private,IT Services,Information Technology,0,0,55,105,80.0,TX,19,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na,55,105,1000000000,2000000000
Data Engineer,3.1,1001 - 5000 ,1997,Company - Public,Video Games,Media,0,0,79,147,113.0,CA,24,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,data engineer,na,na,79,147,10000000000,10000000000
Products Data Analyst II,3.3,1001 - 5000 ,1988,Company - Public,Consulting,Business Services,0,0,90,157,123.5,CA,33,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,analyst,na,M,90,157,2000000000,5000000000
Lead Data Analyst,3.9,201 - 500 ,2010,Company - Private,Internet,Information Technology,0,0,32,62,47.0,NY,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,na,32,62,10000000,25000000
Data Science Engineer - Mobile,4.0,10000+ ,1982,Company - Public,Computer Hardware & Software,Information Technology,0,0,116,208,162.0,CA,39,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,data scientist,na,M,116,208,5000000000,10000000000
"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",3.8,10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,80,133,106.5,MA,25,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,data scientist,sr,M,80,133,10000000000,10000000000
Clinical Data Analyst,3.0,1001 - 5000 ,1977,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,0,0,27,48,37.5,FL,44,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,M,27,48,100000000,500000000
Business Data Analyst,3.8,1001 - 5000 ,2002,Company - Private,Travel Agencies,Travel & Tourism,0,0,36,71,53.5,NY,19,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,analyst,na,M,36,71,2000000000,5000000000
Data Scientist - Sales,4.7,501 - 1000 ,2014,Company - Private,Computer Hardware & Software,Information Technology,0,0,130,206,168.0,CA,7,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,na,130,206,100000000,500000000
"Principal, Data Science - Advanced Analytics",3.6,10000+ ,2017,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,86,137,111.5,PA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,86,137,2000000000,5000000000
Senior Data Engineer,4.4,1001 - 5000 ,2006,Company - Public,Internet,Information Technology,0,0,72,133,102.5,TN,15,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,sr,na,72,133,100000000,500000000
Research Scientist – Security and Privacy,3.6,501 - 1000 ,1967,Nonprofit Organization,Federal Agencies,Government,0,0,61,126,93.5,OH,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,M,61,126,50000000,100000000
Data Science Manager,3.2,1 - 50 ,-1,Company - Private,Staffing & Outsourcing,Business Services,0,0,95,160,127.5,PA,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,95,160,50000000,10000000
Supply Chain Data Analyst,3.1,1001 - 5000 ,1977,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,33,61,47.0,UT,44,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,na,na,33,61,500000000,1000000000
Senior Data Analyst,4.0,501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,69,119,94.0,VA,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,na,69,119,100000000,500000000
Senior Data Engineer,4.0,501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,67,127,97.0,VA,9,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,data engineer,sr,na,67,127,100000000,500000000
Data Scientist in Translational Medicine,3.8,10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,86,143,114.5,MA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,86,143,10000000000,10000000000
Product Manager/Data Evangelist,3.2,1 - 50 ,-1,Company - Private,Staffing & Outsourcing,Business Services,0,0,50,98,74.0,PA,21,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Data scientist project manager,na,M,50,98,50000000,10000000
"Senior Data Scientist – Visualization, Novartis AI Innovation Lab",3.8,10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,92,150,121.0,MA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na,92,150,10000000000,10000000000
Senior Data Analyst/Scientist,4.5,201 - 500 ,2006,Company - Private,Computer Hardware & Software,Information Technology,0,0,90,153,121.5,CA,15,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,analyst,sr,na,90,153,100000000,500000000
Data Engineer,3.4,501 - 1000 ,2002,Company - Private,IT Services,Information Technology,0,0,42,79,60.5,AZ,19,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,data engineer,na,na,42,79,50000000,100000000
Big Data Engineer,3.3,1001 - 5000 ,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,0,0,84,153,118.5,VA,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na,84,153,1000000000,2000000000
Manager of Data Science,3.9,201 - 500 ,2007,Company - Private,Internet,Information Technology,0,0,40,87,63.5,CA,14,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,data scientist,na,na,40,87,10000000,25000000
Software Engineer (Data Scientist/Software Engineer) - SISW - MG,4.1,5001 - 10000 ,1981,Company - Public,Computer Hardware & Software,Information Technology,0,0,72,142,107.0,CA,40,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,data scientist,na,na,72,142,1000000000,2000000000
Data Engineer,3.7,5001 - 10000 ,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,74,137,105.5,VA,21,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na,74,137,2000000000,5000000000
Data Engineer,2.8,501 - 1000 ,1972,Company - Private,Insurance Carriers,Insurance,0,0,57,109,83.0,CA,49,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,data engineer,na,na,57,109,500000000,1000000000
Data Engineer,3.5,201 - 500 ,1995,Company - Private,Consulting,Business Services,0,0,65,126,95.5,IL,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M,65,126,50000000,100000000
Senior Quantitative Analyst,3.3,1001 - 5000 ,1973,Company - Private,Brokerage Services,Finance,0,0,118,228,173.0,NJ,48,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,na,118,228,1000000000,2000000000
Research Scientist or Senior Research Scientist - Computer Vision,4.6,51 - 200 ,1991,Subsidiary or Business Segment,Research & Development,Business Services,0,0,81,161,121.0,MA,30,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,other scientist,sr,P,81,161,50000000,10000000
Research Scientist / Principal Research Scientist - Multiphysical Systems,4.6,51 - 200 ,1991,Subsidiary or Business Segment,Research & Development,Business Services,0,0,115,220,167.5,MA,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,115,220,50000000,10000000
Foundational Community Supports Data Analyst,3.4,501 - 1000 ,1979,Nonprofit Organization,Social Assistance,Non-Profit,0,0,32,57,44.5,WA,42,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na,32,57,25000000,50000000
Sr. Data Analyst,3.7,201 - 500 ,1994,Company - Private,Health Care Services & Hospitals,Health Care,0,0,50,89,69.5,PA,27,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,sr,na,50,89,500000000,1000000000
"Senior Engineer, Data Management Engineering",3.5,10000+ ,1970,Company - Public,Computer Hardware & Software,Information Technology,0,0,68,129,98.5,CA,51,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,na,sr,na,68,129,10000000000,10000000000
Quality Control Scientist III- Analytical Development,2.7,201 - 500 ,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,48,113,80.5,MD,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na,48,113,25000000,50000000
"Clinical Scientist, Clinical Development",3.8,51 - 200 ,2008,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,1,0,56,97,76.5,MA,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na,27,47,10000000,25000000
"Manager, Safety Scientist, Medical Safety & Risk Management",3.8,501 - 1000 ,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,68,125,96.5,MA,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data scientist project manager,na,na,68,125,50000000,100000000
Data Scientist,3.5,1 - 50 ,-1,School / School District,K-12 Education,Education,0,0,71,121,96.0,MO,21,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,P,71,121,50000000,10000000
Data Scientist,3.4,51 - 200 ,1997,Company - Private,Consulting,Business Services,0,0,72,121,96.5,DC,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,data scientist,na,M,72,121,10000000,25000000
Data Scientist,4.3,201 - 500 ,1969,Company - Private,IT Services,Information Technology,0,0,51,88,69.5,AZ,52,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,data scientist,na,na,51,88,50000000,100000000
Data Scientist (Warehouse Automation),3.8,201 - 500 ,2005,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,0,0,79,127,103.0,CA,16,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,data scientist,na,M,79,127,25000000,50000000
Data Architect / Data Modeler,4.3,1001 - 5000 ,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,0,0,63,110,86.5,NY,22,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,data modeler,na,M,63,110,500000000,1000000000
Data Scientist,3.4,51 - 200 ,-1,Company - Private,IT Services,Information Technology,0,0,65,113,89.0,WA,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,65,113,50000000,10000000
Data Engineer,3.9,201 - 500 ,2011,Company - Private,Internet,Information Technology,0,0,62,113,87.5,CA,10,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,P,62,113,100000000,500000000
